% #Source	#Target	#Weight
Desu.Colony	Janakpuri.C-1	3
Desu.Colony	JL.Nehru.Stadium	1
Desu.Colony	Janak.Puri.D-Blk	4
Desu.Colony	Janak.Puri.C-3	7
Desu.Colony	Dabri.Xing	2
Desu.Colony	Dashrath.Puri	2
Dabri.Village	Palam.Village	2
Dabri.Village	Mangla.Puri	1
Dabri.Village	Dwarka.Gate	2
Dabri.Village	Dwarka.Sec-II.Mahaveer.Enclave.Part-III	1
Dabri.Village	Mahavir.Enclave	1
Dabri.Village	Dwarka.Sec-6.Telephone.Exchange	1
Palam.Village	Delhi.Secretariat	1
Palam.Village	Mangla.Puri	1
Palam.Village	Mori.Gate/.ISBT	1
Palam.Village	Inderlok.Metro.Station	1
Palam.Village	Dwarka.Sec-6/10.Xing	1
Palam.Village	Amberahi.Xing	1
Mangla.Puri	Anand.Vihar.Bus.Terminal	1
Mangla.Puri	Dwarka.Sec-18A/17D	1
Mangla.Puri	Sultanpur	3
Mangla.Puri	Palam.Colony	4
Mangla.Puri	A.K..Stadium	1
Mangla.Puri	Dwarka.Xing	2
Mangla.Puri	Koria.Bridge	1
Mangla.Puri	Palam.Health.Centre	1
Dwarka.Sec-18A/17D	Dwarka.Sec-18B	1
Dwarka.Sec-18B	Anand.Vihar.Bus.Terminal	2
Hasan.Pur.Depot	K.K..Xing	1
Hasan.Pur.Depot	Shakar.Pur	3
Hasan.Pur.Depot	Karkarduma.More	2
Hasan.Pur.Depot	National.High.Way.-24.Xing	2
Hasan.Pur.Depot	Vinod.Nagar	1
Hasan.Pur.Depot	Highway.Xing	1
Hasan.Pur.Depot	Chander.Vihar	3
Hasan.Pur.Depot	Balco.Apptt	2
Mother.Dairy	Shakar.Pur	3
Mother.Dairy	Rainy.Well	2
Mother.Dairy	Pushta.Xing	5
Mother.Dairy	Ps.Trilokpuri	6
Mother.Dairy	Manglam.Hospital	1
Mother.Dairy	Krishan.Kunj	1
Mother.Dairy	Dharma.Apartment	3
Mother.Dairy	Govt..School.Pachim.Puri	2
Pushta.Xing	Mother.Dairy	1
Pushta.Xing	Road.Bridge	1
Pushta.Xing	Sarai.Kale.Khan.ISBT	1
Pushta.Xing	Ps.Trilokpuri	1
Pushta.Xing	Mayur.Vihar.Phase-I	12
Pushta.Xing	Trilok.Puri.13-Block	1
Pushta.Xing	Cpwd.Office	6
Pushta.Xing	East.Road.Bridge	1
Road.Bridge	Pushta.Xing	2
Road.Bridge	Sarai.Kale.Khan.ISBT	4
Road.Bridge	Railway.Bridge.Ring.Road	2
Road.Bridge	Baba.Bisember.Das.Ashram	5
Sarai.Kale.Khan.ISBT	Anand.Vihar.Bus.Terminal	1
Sarai.Kale.Khan.ISBT	New.Delhi.Railway.Station	1
Sarai.Kale.Khan.ISBT	Road.Bridge	6
Sarai.Kale.Khan.ISBT	Ashram	3
Sarai.Kale.Khan.ISBT	Maharani.Bagh	3
Sarai.Kale.Khan.ISBT	Gurudwara.Bangla.Sahib	2
Sarai.Kale.Khan.ISBT	Road.Bridge.East	1
Sarai.Kale.Khan.ISBT	Bala.Sahib.Gurudwara	6
Ashram	Sriniwaspuri.Depot	2
Ashram	Bhogal	2
Ashram	Nizamuddin.Police.Station	1
Ashram	Ishwar.Nagar	18
Ashram	Maharani.Bagh	9
Ashram	Lajpat.Nagar	3
Ashram	Nehru.Nagar	12
Ashram	Holy.Family.Hospital	1
Ashram	Snpd	1
Ashram	Toll.Bridge.Corner	2
Sriniwaspuri.Depot	Ashram	1
Sriniwaspuri.Depot	Punj.Sons	1
Sriniwaspuri.Depot	Kalkaji.Depot	1
Punj.Sons	Kalkaji.DDA.Flats	1
Kalkaji.DDA.Flats	Kendriya.Terminal	1
Kalkaji.DDA.Flats	Hamdard.Nagar	8
Kalkaji.DDA.Flats	Nizamuddin.Rly.Station	1
Kalkaji.DDA.Flats	Nehru.Place.Terminal	1
Kalkaji.DDA.Flats	Arya.Samaj.Road	1
Kalkaji.DDA.Flats	Ram.Puri	1
Kalkaji.DDA.Flats	Kalkaji	1
Hamdard.Nagar	Kalkaji.DDA.Flats	2
Hamdard.Nagar	Ambedkar.Nagar.Terminal	3
Hamdard.Nagar	Tughalakabad.Village	3
Hamdard.Nagar	Batra.Hospital	9
Hamdard.Nagar	Tughlakabad.Fort	2
Hamdard.Nagar	Deoli.Village	1
Ambedkar.Nagar.Terminal	New.Delhi.Railway.Station	1
Ambedkar.Nagar.Terminal	Azad.Pur	1
Ambedkar.Nagar.Terminal	New.Delhi.Railway.Station.Gate-II	1
Ambedkar.Nagar.Terminal	Dhaula.Kuan	1
Ambedkar.Nagar.Terminal	Hamdard.Nagar	1
Ambedkar.Nagar.Terminal	Saket.J-Blk	2
Ambedkar.Nagar.Terminal	Red.Fort	1
Ambedkar.Nagar.Terminal	Jheel	1
Ambedkar.Nagar.Terminal	Nehru.Place.Terminal	1
Ambedkar.Nagar.Terminal	Saiyad.ul.Ajaib	1
Ambedkar.Nagar.Terminal	Saket.Crossing	6
Ambedkar.Nagar.Terminal	Khanpur	3
Ambedkar.Nagar.Terminal	Ambedkar.Nagar.Sec-4.(Virat.Cinema)	3
Saket.J-Blk	New.Delhi.Railway.Station	1
Saket.J-Blk	Hauzrani.(GM.Modi.Hosp.)	2
Saket.J-Blk	Saket.Crossing	2
Saket.J-Blk	E-blk..Saket	1
Saket.J-Blk	Neb.Sarai	3
Hauzrani.(GM.Modi.Hosp.)	Police.Training.School	2
Police.Training.School	Qutub.Enclave	2
Police.Training.School	Lado.Sarai	1
Police.Training.School	Qutub.Minar	9
Police.Training.School	Mehrauli	2
Police.Training.School	Geetanjali	4
Police.Training.School	Adhchini	7
Police.Training.School	Ahinsa.Sthal	1
Qutub.Enclave	JL.Nehru.University	2
Qutub.Enclave	Qutab.Garh	3
JL.Nehru.University	RK.Puram.Sec-I	2
JL.Nehru.University	Ber.Sarai	1
RK.Puram.Sec-I	RK.Puram.Sec-8	1
RK.Puram.Sec-I	Moti.Bagh	1
RK.Puram.Sec-8	Moti.Bagh-I	1
RK.Puram.Sec-8	Vasant.Village	8
RK.Puram.Sec-8	Swami.Malai.Mandir	5
RK.Puram.Sec-8	Basant.Village	2
Moti.Bagh-I	Dhaula.Kuan	1
Janakpuri.C-1	Azad.Pur	1
Janakpuri.C-1	Uttam.Nagar	1
Janakpuri.C-1	Janak.Puri.C-2B	3
Janakpuri.C-1	Tilak.Pul	8
Janakpuri.C-1	Jeevan.Park	1
Uttam.Nagar	Janakpuri.District.Center	1
Uttam.Nagar	Vikas.Puri.X-ing	4
Uttam.Nagar	Safdarjang.Terminal	1
Uttam.Nagar	Om.Vihar	2
Janakpuri.District.Center	Mjr.Bhupender.Singh.Ngr	1
Janakpuri.District.Center	Tilak.Nagar	1
Mjr.Bhupender.Singh.Ngr	Sunder.Vihar	2
Mjr.Bhupender.Singh.Ngr	Kp.Depot	2
Mjr.Bhupender.Singh.Ngr	Vikas.Puri.H-Blk	1
Mjr.Bhupender.Singh.Ngr	K.P.Depot	1
Mjr.Bhupender.Singh.Ngr	Krishana.Puri	1
Sunder.Vihar	Peera.Garhi	1
Sunder.Vihar	Prashant.Vihar	4
Sunder.Vihar	Power.House	1
Sunder.Vihar	Keshavpur.Depot	2
Sunder.Vihar	K.P.Depot	1
Mangolpur.School	Saraswati.Vihar.C-Blk	1
Mangolpur.School	Mangolpur.Khurd	2
Saraswati.Vihar.C-Blk	Mangolpur.School	2
Saraswati.Vihar.C-Blk	Uttari.Pitam.Pura	1
Saraswati.Vihar.C-Blk	Puspanjali	10
Saraswati.Vihar.C-Blk	Mangolpur.Khurd	1
Saraswati.Vihar.C-Blk	Rohini.Sec-6	1
Uttari.Pitam.Pura	Pitam.Pura.Power.House	1
Uttari.Pitam.Pura	Haider.Pur.Water.Works	2
Uttari.Pitam.Pura	Prashant.Vihar	2
Uttari.Pitam.Pura	Haider.Pur	1
Uttari.Pitam.Pura	Power.House	1
Haider.Pur.Water.Works	Uttari.Pitam.Pura	2
Haider.Pur.Water.Works	GTK.By.Pass	1
Haider.Pur.Water.Works	Badli.Xing	3
Haider.Pur.Water.Works	Prashant.Vihar	5
Haider.Pur.Water.Works	Power.House	1
GTK.By.Pass	Haider.Pur.Water.Works	1
GTK.By.Pass	Mukand.Pur	1
GTK.By.Pass	GTK.Depot	1
GTK.By.Pass	Libas.Pur	31
GTK.By.Pass	Badli.Xing	12
GTK.By.Pass	Bhalswa.X-ing	1
GTK.By.Pass	Samey.Pur	3
Mukand.Pur	Burari.Xing	1
Mukand.Pur	Palika.Kendra	1
Mukand.Pur	Bhalswa.Dairy	1
Burari.Xing	Jagat.Pur	1
Burari.Xing	Jharoda.Xing	2
Burari.Xing	Jharoda.Dairy.Xing	8
Burari.Xing	Tomar.Colony	3
Burari.Xing	Mukand.Pur.Xing	1
Burari.Xing	Jagat.Pur.Xing	1
Jagat.Pur	Nanaksar	1
Nanaksar	Bhajanpura	3
Nanaksar	Balak.Ram.Hospital	1
Nanaksar	Khajoori	14
Nanaksar	Wazirabad.Bridge	3
Nanaksar	Wazirabad	1
Nanaksar	A-.Block.Sonia.Vihar.Pusta.No-1	1
Bhajanpura	Nanaksar	1
Bhajanpura	Yamuna.Vihar.C-4	4
Bhajanpura	C-1.Yamuna.Vihar	7
Bhajanpura	Khajoori	4
Bhajanpura	Sherpur	4
Bhajanpura	Yamuna.Vihar.C-1	7
Bhajanpura	Yamuna.Vihar.Terminal	1
Yamuna.Vihar.C-4	TT.Post	1
Yamuna.Vihar.C-4	Sarai.Kale.Khan.ISBT	1
Yamuna.Vihar.C-4	Bhajanpura	1
Yamuna.Vihar.C-4	Mandoli.Xing	1
Yamuna.Vihar.C-4	Loni.Road.Xing	5
Yamuna.Vihar.C-4	C-1.Yamuna.Vihar	2
Yamuna.Vihar.C-4	Nizamuddin.Rly.Station	1
Yamuna.Vihar.C-4	L.R.Xing	3
Yamuna.Vihar.C-4	Yamuna.Vihar.C-1	3
Yamuna.Vihar.C-4	C-12.Yamuna.Vihar	5
Yamuna.Vihar.C-4	Nand.Nagri.C.Centre	1
Anand.Gram	Seemapuri	2
Anand.Gram	Mandoli.Xing	1
Seemapuri	Surya.Nagar	3
Seemapuri	Anand.Gram	1
Seemapuri	Shyam.Giri.Mandir	1
Seemapuri	New.Seema.Puri.Xing	1
Seemapuri	Mukherji.Nagar.Bandh	1
Railway.Bridge.Ring.Road	Sarai.Kale.Khan.ISBT	2
Railway.Bridge.Ring.Road	I.P..Depot	2
Railway.Bridge.Ring.Road	Telephone.Exchange	1
Railway.Bridge.Ring.Road	Shahdara	3
Railway.Bridge.Ring.Road	Dilshad.Garden.GT.Road	4
Railway.Bridge.Ring.Road	Baba.Bisember.Das.Ashram	1
Railway.Bridge.Ring.Road	Cpwd.Office	1
Railway.Bridge.Ring.Road	Road.Bridge.East	2
I.P..Depot	ITO.Ring.Road	2
I.P..Depot	Railway.Bridge.Ring.Road	3
I.P..Depot	I.T.O	2
Delhi.Gate	ITO.Ring.Road	1
Delhi.Gate	Raj.Ghat	14
Delhi.Gate	ISBT	1
Delhi.Gate	Turkman.Gate	11
Delhi.Gate	Ajmeri.Gate	2
Delhi.Gate	I.T.O	28
Delhi.Gate	Darya.ganj	25
Delhi.Gate	Red.Fort	2
Delhi.Gate	Supreme.Court	2
Delhi.Gate	Vivekanand.Road	1
Delhi.Gate	ITO.BSZ.Marg	2
Delhi.Gate	Kisan.Ghat	1
Delhi.Gate	Kashmere.Gate	1
Turkman.Gate	New.Delhi.Railway.Station.Gate-II	1
Turkman.Gate	Delhi.Gate	23
Turkman.Gate	Ajmeri.Gate	6
Turkman.Gate	Darya.ganj	1
Turkman.Gate	Super.Bazar.CP	1
Turkman.Gate	Vivekanand.Road	4
Turkman.Gate	Kamla.Mkt	3
Ajmeri.Gate	Pahar.Ganj.Police.Station	9
Ajmeri.Gate	Turkman.Gate	2
Karol.Bagh.Terminal	Pahar.Ganj.Police.Station	6
Karol.Bagh.Terminal	Guru.Govind.Singh.Marg	2
Karol.Bagh.Terminal	DB.Gupta.Market	14
Karol.Bagh.Terminal	Ajmeri.Gate	1
Karol.Bagh.Terminal	Mandir.Marg	1
Karol.Bagh.Terminal	Filmistan	2
Karol.Bagh.Terminal	Karol.Bagh.Metro.Station	1
Karol.Bagh.Terminal	.Keekarwala.Chowk	2
Inderlok	Shastri.Bagh.E-Blk	1
Inderlok	Wazir.Pur.JJ.Cly	2
Inderlok	Zakhira	1
Fateh.Puri	I.P.College	3
Fateh.Puri	Shyam.Giri.Mandir	1
Fateh.Puri	Mori.Gate/.ISBT	9
Fateh.Puri	Supreme.Court	10
Fateh.Puri	Mori.Gate.Terminal	13
Adarsh.Nagar	Azad.Pur	3
Adarsh.Nagar	Jahangirpuri.G.T.Road	40
Adarsh.Nagar	GTK.Depot	3
Adarsh.Nagar	Jahangir.Puri.Xing	6
Adarsh.Nagar	Jahangir.Puri.E-Blk	1
Jahangirpuri.G.T.Road	Adarsh.Nagar	1
Jahangirpuri.G.T.Road	GTK.Depot	35
Jahangirpuri.G.T.Road	Jahangirpuri.B.Block	5
GTK.Depot	GTK.By.Pass	42
GTK.Depot	Jahangir.Puri.Xing	1
GTK.Depot	Samey.Pur	1
GTK.Depot	Badli.GT.Road	1
Libas.Pur	Gurudwara	24
Libas.Pur	Gurdwara.Gt.Road	5
Libas.Pur	Siras.Pur.Xing	2
Gurudwara	Nangli.Poonam	24
Nangli.Poonam	Budh.Pur	25
Nangli.Poonam	Khera.Kalan.School	4
Nangli.Poonam	Budh.Pur.Xing	1
Budh.Pur	Alipur	25
Alipur	Alipur.Garhi	9
Alipur	Palla.X-ing	12
Alipur	Gt.Road.Xing	1
Alipur	Bakouli.Xing	3
Alipur	Power.House	2
Alipur.Garhi	Minda.Farm	8
Alipur.Garhi	Arvind.Farm	1
Minda.Farm	Holambi.Xing	8
Holambi.Xing	Shahpur.Garhi	6
Holambi.Xing	Holambi.Khurd	1
Holambi.Xing	Holumbi.Khurd	2
Shahpur.Garhi	Bhor.Garh	5
Shahpur.Garhi	Petrol.Pump	1
Shahpur.Garhi	Narela.DSIDC	1
Bhor.Garh	Kureni.Xing	4
Bhor.Garh	Kureni	2
Kureni.Xing	Narela.Mandi	4
Narela.Mandi	Narela.Terminal	9
Narela.Mandi	Narela.Rly.Xing	2
Narela.Terminal	Kendriya.Terminal	2
Narela.Terminal	Shivaji.Stadium	1
Narela.Terminal	Delhi.Secretariat	1
Narela.Terminal	ISBT	1
Narela.Terminal	Fateh.Puri	2
Narela.Terminal	Narela.Mandi	2
Narela.Terminal	Bankner.Village	1
Narela.Terminal	Shafiabad.Xing	1
Narela.Terminal	Mori.Gate.Terminal	1
Narela.Terminal	Bakner.Vill	1
Narela.Terminal	Bakner.Basti	1
Statesman	Shivaji.Stadium	1
Statesman	Mandi.House	9
Statesman	I.T.O	1
Statesman	Palika.Kendra	1
Statesman	ITO.AGCR	1
Statesman	Sucheta.Kriplani.Hospital	2
Mandi.House	Shivaji.Stadium	1
Mandi.House	Delhi.Secretariat	1
Mandi.House	Statesman	4
Mandi.House	I.T.O	13
Mandi.House	Supreme.Court	5
Mandi.House	Ferozshah.Road	8
Mandi.House	ITO.BSZ.Marg	2
Mandi.House	Pragati.Maidan	1
Mandi.House	Krishi.Bhawan	1
Mandi.House	Tolstoy.Marg.Xing	3
Mandi.House	ITO.AGCR	7
I.T.O	TT.Post	4
I.T.O	Delhi.Secretariat	11
I.T.O	Raj.Ghat	1
I.T.O	Delhi.Gate	11
I.T.O	Mandi.House	7
I.T.O	Supreme.Court	25
I.T.O	Bal.Bhawan	1
Darya.ganj	Old.Secretariat	1
Darya.ganj	Delhi.Gate	33
Darya.ganj	Red.Fort	25
Red.Fort	ISBT	23
Red.Fort	New.Delhi.Railway.Station	2
Red.Fort	Delhi.Gate	3
Red.Fort	Turkman.Gate	1
Red.Fort	Darya.ganj	31
Red.Fort	Mori.Gate.Terminal	1
Red.Fort	Kashmere.Gate	1
Dhakka	Nirankari.Cly	6
Nirankari.Cly	Burari.Xing	11
Jharoda.Xing	Jharoda.Dairy.Xing	2
Jharoda.Dairy.Xing	ISBT	1
Jharoda.Dairy.Xing	Sant.Nagar	8
Jharoda.Dairy.Xing	Dwarka.Sec-8.DTC.Depot	1
Sant.Nagar	Burari.Village	6
Sant.Nagar	Baba.Colony	1
Sant.Nagar	Indirapuri	1
Sant.Nagar	Andrews.Ganj	1
Sant.Nagar	M.C..K.R..Hospital	1
Sant.Nagar	Kalkaji	1
Sant.Nagar	Greater.Kailash.Part-II	1
Burari.Village	New.Delhi.Railway.Station.Gate-II	1
Burari.Village	Loniyan.Ind	4
Burari.Village	Burari.Garhi	1
Loniyan.Ind	Nathu.Pura.Xing	3
Loniyan.Ind	Hiranki.Xing	1
Loniyan.Ind	Kaushik.Enclave	1
Nathu.Pura.Xing	Ibrahim.Pur	3
Nathu.Pura.Xing	Nathu.Pura	1
Ibrahim.Pur	Delhi.Secretariat	1
Ibrahim.Pur	Hiranki	2
Ibrahim.Pur	Keshav.Nagar	2
Hiranki	Fateh.Puri	1
Hiranki	Mohammad.Pur	2
Mohammad.Pur	Hiranki	1
Mohammad.Pur	Mukhmelpur	2
Mohammad.Pur	Nauroji.Nagar	3
Mohammad.Pur	R.K.Puram.Sec-1	2
Mohammad.Pur	N.J..Nagar	2
Mohammad.Pur	R.K.Puram.Sec-3	6
Mohammad.Pur	Sarojini.Nagar.Depot	4
Mohammad.Pur	Green.Field.School	1
Mukhmelpur	ISBT	1
Mukhmelpur	Fateh.Puri	1
Mukhmelpur	Bakhtawar.Pur.Chowk	1
Shyam.Giri.Mandir	ISBT	8
Shyam.Giri.Mandir	Shastri.Park	3
Shyam.Giri.Mandir	Seelam.Pur	2
Shyam.Giri.Mandir	Shastri.Ngr.Pusta	17
Shyam.Giri.Mandir	I.S.B.T.Kashmiri.Gate.(Nityanand.Marg)	1
Shyam.Giri.Mandir	New.Usman.Pur.Pusta.No-1	1
Shastri.Park	Dharam.Pura	1
Shastri.Park	Yamuna.Bridge.East	1
Shastri.Park	New.Usman.Pur	1
Dharam.Pura	Seelam.Pur	1
Seelam.Pur	Kanti.Nagar	1
Seelam.Pur	Welcome	8
Seelam.Pur	Shastri.Ngr.Pusta	6
Seelam.Pur	Zafra.Bad.School	10
Seelam.Pur	Shahdara	1
Kanti.Nagar	Anand.Parvat	1
Kanti.Nagar	Seelam.Pur	1
Kanti.Nagar	Swarn.Cinema	9
Kanti.Nagar	Welcome	6
Kanti.Nagar	Jheel	1
Kanti.Nagar	Shahdara	3
Swarn.Cinema	Kanti.Nagar	1
Swarn.Cinema	Hans.Apartment	9
Swarn.Cinema	Kasturba.Nagar	1
Hans.Apartment	Jagat.Puri.A-Blk	6
Hans.Apartment	K.K..Xing	1
Hans.Apartment	Swastiya.Vihar	1
Hans.Apartment	Kanti.Nagar	7
Hans.Apartment	Swarn.Cinema	2
Hans.Apartment	Karkarduma.More	1
Hans.Apartment	.Vishwas.Nagar	1
Karkarduma.More	Shahdara.Court	1
Karkarduma.More	Jagat.Puri.A-Blk	3
Karkarduma.More	Swastiya.Vihar	3
Karkarduma.More	Hasan.Pur.Depot	1
Karkarduma.More	Patpar.Ganj.Depot	1
Karkarduma.More	Hargovind.Enclave	1
Patpar.Ganj.Depot	Anand.Vihar.Bus.Terminal	1
Mori.Gate/.ISBT	Yamuna.Bazar	8
Mori.Gate/.ISBT	ISBT	16
Mori.Gate/.ISBT	Tees.Hazari	1
Mori.Gate/.ISBT	I.P.College	2
Mori.Gate/.ISBT	Delhi.Gate	1
Mori.Gate/.ISBT	Red.Fort	4
Mori.Gate/.ISBT	Supreme.Court	15
Mori.Gate/.ISBT	Kashmere.Gate	2
Supreme.Court	Ice.Factory	45
Supreme.Court	Delhi.Gate	2
Supreme.Court	I.T.O	3
Supreme.Court	STA.Office	2
Supreme.Court	Pragati.Maidan	1
Supreme.Court	Sunder.Nagar	1
Supreme.Court	ITO.AGCR	1
Supreme.Court	National.Stadium	21
Supreme.Court	Patiala.House	8
Supreme.Court	Itpo.Office	3
Supreme.Court	Sunder.Nagar/.Golf.Club	2
Gur.Mandi	Hari.Nagar.Clock.Tower	1
Gur.Mandi	R.P.Bagh	27
Gur.Mandi	Maurice.Nagar	1
R.P.Bagh	Gur.Mandi	2
R.P.Bagh	Bara.Bagh	26
R.P.Bagh	Bank.Colony	1
Bara.Bagh	Azad.Pur	27
Badli.Xing	Haider.Pur.Water.Works	6
Badli.Xing	GTK.By.Pass	3
Badli.Xing	Prashant.Vihar	1
Badli.Xing	Badli.School	5
Badli.Xing	Power.House	1
Badli.Xing	Rohini.Sec-18	1
Prashant.Vihar	Haider.Pur.Water.Works	1
Prashant.Vihar	Badli.Xing	1
Prashant.Vihar	Sachdeva.Public.School	4
Prashant.Vihar	Rohini.Sec-13	1
Prashant.Vihar	Vidya.Vihar.Marg.Xing	1
Prashant.Vihar	Peera.Garhi.Depot	4
Sachdeva.Public.School	Esi.Hospital	4
Sachdeva.Public.School	Rohini.Sec-11.SFS.Flats	1
Rohini.Sec-11.Xing	Rohini.Sec-16	4
Rohini.Sec-16	Anand.Vihar.Bus.Terminal	1
Rohini.Sec-16	Engineering.College	6
Rohini.Sec-16	Old.Delhi.Railway.Station	1
Rohini.Sec-16	Delhi.Eng..College	1
Rohini.Sec-16	Rohini.Sec-16.Xing	1
Engineering.College	Rohini.Sec-16	1
Engineering.College	Shahbad.Daulat.Pur	11
Shahbad.Daulat.Pur	Engineering.College	1
Shahbad.Daulat.Pur	St..Michal.School	14
St..Michal.School	Shahbad.Daulat.Pur	1
St..Michal.School	Shahbad.Dairy	14
Shahbad.Dairy	St..Michal.School	1
Shahbad.Dairy	Prahlad.Pur.School	8
Shahbad.Dairy	Prahlad.Pur	2
Shahbad.Dairy	Prehlad.Pur.Village	1
Shahbad.Dairy	Palika.Kendra	1
Shahbad.Dairy	Uttam.Nagar.Terminal	1
Shahbad.Dairy	Radhu.Palace	1
Prahlad.Pur.School	Shahbad.Dairy	1
Prahlad.Pur.School	Prahlad.Pur	9
Prahlad.Pur.School	Barwala.Pathshala	2
Prahlad.Pur	Prahlad.Pur.School	2
Prahlad.Pur	Prahlad.Pur	1
Prahlad.Pur	Barwala.Pathshala	9
Prahlad.Pur	Badarpur.(New.MB.Road)	3
Prahlad.Pur	Andh.Vidhyalaya	4
Prahlad.Pur	Palam.Phatak	3
Prahlad.Pur	Hanuman.Mandir	3
Prahlad.Pur	Prehlad.Vihar	1
Barwala.Pathshala	Prahlad.Pur.School	1
Barwala.Pathshala	Prahlad.Pur	1
Barwala.Pathshala	Barwala	10
Barwala.Pathshala	Bawana	1
Barwala	Barwala.Pathshala	2
Barwala	Asthal.Pooth	10
Asthal.Pooth	Barwala	2
Asthal.Pooth	Pooth.Khurd	11
Pooth.Khurd	Asthal.Pooth	2
Pooth.Khurd	Bawana.School	7
Pooth.Khurd	Dhake.Wala	3
Pooth.Khurd	Sultan.Pur.Dabas	1
Bawana.School	Pooth.Khurd	1
Bawana.School	Bawana	10
Bawana.School	Dhake.Wala	1
Bawana	Fateh.Puri	1
Bawana	Mori.Gate/.ISBT	2
Bawana	Asthal.Pooth	1
Bawana	Bawana.School	2
Bawana	Bawana.Depot	6
Bawana	Dariya.Pur	1
Bawana	Bawana.Cannal	5
Bawana	Nangal.Xing	1
Bawana.Depot	Bawana	1
Bawana.Depot	Dariya.Pur.School	6
Dariya.Pur.School	Bawana.Depot	1
Dariya.Pur.School	Dariya.Pur	3
Dariya.Pur.School	Nangli.Xing	1
Dariya.Pur.School	Nangal.Thakran.More	1
Dariya.Pur.School	Nangal.Xing	1
Dariya.Pur	Harewali.Xing	3
Dariya.Pur	Auchandi.Village	1
Harewali.Xing	Auchandi.School	2
Harewali.Xing	Harewali.Village	1
Auchandi.School	Auchandi.Village	2
Auchandi.Village	Auchandi.Border	3
Auchandi.Border	Mangesh.Pur	3
Auchandi.Border	Palika.Kendra	1
Mangesh.Pur	Auchandi.Border	1
Mangesh.Pur	Katewra.X-ing	1
Mangesh.Pur	Qutab.Garh	1
Mangesh.Pur	Katevara	1
Katewra.X-ing	Mangesh.Pur	1
Katewra.X-ing	Qutab.Garh	2
Qutab.Garh	Katewra.X-ing	1
Qutab.Garh	Qutab.Garh.Border	2
Qutab.Garh	Katewra.Village	1
Qutab.Garh	Mori.Gate.Terminal	1
Qutab.Garh	Najafgarh	1
Qutab.Garh.Border	Fateh.Puri	1
Qutab.Garh.Border	Old.Delhi.Railway.Station	1
STA.Office	Tees.Hazari	1
STA.Office	I.P.College	3
Badli.School	Rohini.Sec-19.Police.Chowki	1
Badli.School	Rohini.Sec-18.Police.Chowki	2
Badli.School	Vidya.Vihar.Marg.Xing	1
Badli.School	Police.Post	1
Rohini.Sec-19.Police.Chowki	Rohini.Sec-17.Xing	1
Rohini.Sec-17.Xing	Engineering.College	4
Nangli.Xing	Nangli.Thakran	1
Nangli.Thakran	Bajit.Pur	2
Bajit.Pur	Kendriya.Terminal	1
Bajit.Pur	Bawana	1
Bajit.Pur	Katewra.Village	1
Bajit.Pur	Nangal.Vill.Darya.Pur.Xing	1
Bajit.Pur	Bajit.Pur.W..Works	1
Katewra.Village	Fateh.Puri	1
Katewra.Village	Katewra.Village	1
Katewra.Village	Nehru.Vihar	1
Nehru.Vihar	Kendriya.Terminal	1
Nehru.Vihar	Nehru.Vihar.Xing	1
Nehru.Vihar.Xing	Nehru.Vihar	1
Nehru.Vihar.Xing	Br.Hospital	1
Br.Hospital	Mall.Road	1
Br.Hospital	Wazirabad.Bridge	4
Br.Hospital	Wazirabad.Xing	1
Patel.Chest	INS.Hostel	1
Patel.Chest	GTB.Nagar	6
Patel.Chest	Maurice.Nagar	1
Maurice.Nagar	GTB.Nagar	3
Maurice.Nagar	Patel.Chest	6
Maurice.Nagar	Kamla.Nagar	1
Maurice.Nagar	P.S..Roshnara.Bagh	1
Maurice.Nagar	Kamla.Nagar.Police.Station	1
Maurice.Nagar	University.Gate	1
Maurice.Nagar	Khalsa.College	2
Kamla.Nagar	Shakti.Nagar	1
Kamla.Nagar	Maurice.Nagar	5
Gulabi.Bagh	Subhadra.Cly	2
Gulabi.Bagh	Shakti.Nagar	3
Gulabi.Bagh	New.Delhi.Railway.Station	1
Gulabi.Bagh	Bharat.Nagar.Xing	2
Gulabi.Bagh	Chowki.No.2	1
Zakhira	Sarai.Rohilla	1
Zakhira	Shastri.Bagh.E-Blk	1
Zakhira	Punjabi.Bagh.Terminal	4
Zakhira	Inderlok	1
Zakhira	Zakhira	1
Zakhira	S..Bharat.Mill	3
Zakhira	Rampura	30
Zakhira	Inderlok.Metro.Station	1
Zakhira	Punjabi.Bagh	1
Zakhira	Swatantra.Bharat.Mill	5
Zakhira	Shastri.Nagar.E-Blk	1
S..Bharat.Mill	Zakhira	4
S..Bharat.Mill	Moti.Nagar	3
Moti.Nagar	Shadi.Pur.Depot	2
Moti.Nagar	Zakhira	1
Moti.Nagar	S..Bharat.Mill	3
Moti.Nagar	F-blk.Kirti.Nagar	2
Moti.Nagar	Kirti.Nagar.Police.Station	1
Moti.Nagar	Sp.Depot	1
Moti.Nagar	Ramesh.Nagar	9
Moti.Nagar	Raja.Garden	7
Moti.Nagar	Tagore.Garden	1
Moti.Nagar	Shivaji.Enclave.(.Raghubir.Ngr.)	1
F-blk.Kirti.Nagar	Kirti.Nagar.Police.Station	2
Kirti.Nagar.Police.Station	Mansrover.Garden	2
Kirti.Nagar.Police.Station	Maya.Puri.Depot	1
Kirti.Nagar.Police.Station	Janak.Setu	1
Kirti.Nagar.Police.Station	Old.Nangal	1
Mansrover.Garden	M.P..Depot	1
Mansrover.Garden	Maya.Puri.Depot	1
