9100STCR     9100DARTFD  
9100SBRMNDS  9100LNDNBDC 
9100SBRMNDS  9100PCKHMQD 
9100BORWGAW  9100OTFORD  
9100BORWGAW  9100BROMLYS 
9100BORWGAW  9100WMALING 
9100BORWGAW  9100KEMSING 
9100POSILPK  9100ASFIELD 
9100POSILPK  9100GLGQHL  
9100POSILPK  9100LAMBH   
9100POSILPK  9100MRYHILL 
9100BCKNHMJ  9100SHRTLND 
9100BCKNHMJ  9100BROMLYS 
9100BCKNHMJ  9100NBCKNHM 
9100BCKNHMJ  9100KENTHOS 
9100BCKNHMJ  9100HERNEH  
9100BCKNHMJ  9100ELPHNAC 
9100BCKNHMJ  9100PNGEE   
9100RTHGLEN  9100BRIDGTN 
9100RTHGLEN  9100CMBSLNG 
9100RTHGLEN  9100BLANTYR 
9100RTHGLEN  9100GLGCLL  
9100RTHGLEN  9100NWTL    
9100RTHGLEN  9100MOTHRWL 
9100RTHGLEN  9100UDNGSTN 
9100RTHGLEN  9100ARGYLST 
9100RTHGLEN  9100DLMRNOK 
9100BRKNHDN  9100WALASYV 
9100BRKNHDN  9100BDSTON  
9100BRKNHDN  9100BRKNHDP 
9100BRSDE    9100KRKH    
9100BRSDE    9100CFFT    
9100STURRY   9100CNTBW   
9100STURRY   9100MINSTER 
9100BARMING  9100MSTONEE 
9100BARMING  9100WMALING 
9100LEAGRVE  9100FLITWCK 
9100LEAGRVE  9100BEDFDM  
9100LEAGRVE  9100LUTON   
9100LEAGRVE  9100HRLG    
9100WHIFLET  9100MOTHRWL 
9100WHIFLET  9100COATBDC 
9100WHIFLET  9100KRKWOOD 
9100DRMCHPL  9100WESTRTN 
9100DRMCHPL  9100HYNDLND 
9100DRMCHPL  9100DRUMRY  
9100DRMCHPL  9100DALMUIR 
9100NWTOA    9100PWCK    
9100NWTOA    9100AYRR    
9100MELDRTH  9100SHPRTH  
9100MELDRTH  9100ROYSTON 
9100BRAMPTN  9100HALSWTH 
9100BRAMPTN  9100BECCLES 
9100BAMFORD  9100HATHRSG 
9100BAMFORD  9100HOPD    
9100MNRD     9100HOYLAKE 
9100MNRD     9100MELS    
9100BHAMJEW  9100HNDSHWT 
9100BHAMJEW  9100BHAMSNH 
9100CHOLSEY  9100GORASTR 
9100CHOLSEY  9100DIDCOTP 
9100CHFN     9100MCKLFLD 
9100CHFN     9100YORK    
9100CHFN     9100GARFRTH 
9100CHFN     9100ULESKLF 
9100CHFN     9100SHBN    
9100WORTHNG  9100SHRHMBS 
9100WORTHNG  9100LTLHMPT 
9100WORTHNG  9100WWRTHNG 
9100WORTHNG  9100LNCG    
9100WORTHNG  9100FORD    
9100WORTHNG  9100BRHM    
9100WORTHNG  9100ANGMRNG 
9100WORTHNG  9100EWRTHNG 
9100HRPNDN   9100STALBCY 
9100HRPNDN   9100LUTOAPY 
9100HRPNDN   9100LUTON   
9100OLTON    9100SOLIHUL 
9100OLTON    9100BHAMMRS 
9100OLTON    9100ACOCKSG 
9100FNPK     9100NEWSGAT 
9100FNPK     9100STEVNGE 
9100FNPK     9100KNGX    
9100FNPK     9100HATFILD 
9100FNPK     9100DRYP    
9100FNPK     9100POTRSBR 
9100FNPK     9100HRGY    
9100FNPK     9100PALMRSG 
9100FNPK     9100WLWYNGC 
9100FNPK     9100ALEXNDP 
9100FNPK     9100HRNSY   
9100FNPK     9100KNEBWTH 
9100FNPK     9100WLWYNN  
9100COPLSTN  9100YEOFORD 
9100COPLSTN  9100EGGESFD 
9100COPLSTN  9100MOCHARD 
9100ASHFKY   9100WYEE    
9100ASHFKY   9100CNTBW   
9100ASHFKY   9100SDLG    
9100ASHFKY   9100FLKSTNW 
9100ASHFKY   9100EBSFDOM 
9100ASHFKY   9100HEADCRN 
9100ASHFKY   9100TONBDG  
9100ASHFKY   9100HMST    
9100ASHFKY   9100WENHNGR 
9100ASHFKY   9100CRNG    
9100ASHFKY   9100PLUCKLY 
9100ASHFKY   9100BSTD    
9100ASHFKY   9100STFODOM 
9100DRAYGRN  9100WEALING 
9100DRAYGRN  9100CBARPAR 
9100YTRHOND  9100TONPNTR 
9100YTRHOND  9100LLWYNYP 
9100NSTCYRE  9100EXETRSD 
9100NSTCYRE  9100CREDITN 
9100PLOCKTN  9100DUNCRAG 
9100PLOCKTN  9100DUIRNSH 
9100KENR     9100WLSDJHL 
9100KENR     9100WLSDNJL 
9100KENR     9100BRBYPK  
9100HAVENHS  9100WAINFLT 
9100HAVENHS  9100SKEGNES 
9100LTLHMPT  9100ARUNDEL 
9100LTLHMPT  9100WWRTHNG 
9100LTLHMPT  9100FORD    
9100LTLHMPT  9100ANGMRNG 
9100LTLHMPT  9100BRHM    
9100LNCG     9100SHRHMBS 
9100LNCG     9100EWRTHNG 
9100HRLG     9100FLITWCK 
9100MAGHULL  9100TOWNGRN 
9100MAGHULL  9100OLDROAN 
9100TOWNGRN  9100AGHTNPH 
9100NTNG     9100LOGHBRO 
9100NTNG     9100BESTON  
9100NTNG     9100ALFRETN 
9100NTNG     9100HUCKNAL 
9100NTNG     9100DRBY    
9100NTNG     9100NTHRFLD 
9100NTNG     9100CHFD    
9100NTNG     9100BINGHAM 
9100NTNG     9100NWRKCAS 
9100NTNG     9100RADNOT  
9100NTNG     9100PBRO    
9100NTNG     9100LOWDHAM 
9100NTNG     9100BULWELL 
9100NTNG     9100EMPKWAY 
9100NTNG     9100SPDN    
9100NTNG     9100CRTN    
9100NTNG     9100LNGEATN 
9100NTNG     9100LGML    
9100NTNG     9100MLTNSDG 
9100NTNG     9100BRTJYC  
9100NTNG     9100GTHM    
9100CHRNGXG  9100BSDN    
9100CHRNGXG  9100GLGQLL  
9100CHRNGXG  9100PTCK    
9100LLWYNYP  9100TNYPNDY 
9100PITSEA   9100BENFLET 
9100PITSEA   9100SLEHOPE 
9100PITSEA   9100BASILDN 
9100RTHERHI  9100CNDAW   
9100RTHERHI  9100WAPPING 
9100BEAULY   9100MUROORD 
9100BEAULY   9100IVRNESS 
9100SHAWFD   9100ELGH    
9100SHAWFD   9100WNCHSTR 
9100RDNG4AB  9100WINERSH 
9100RDNG4AB  9100CRWTHRN 
9100RDNG4AB  9100ERLY    
9100RDNG4AB  9100WOKNGHM 
9100RDNG4AB  9100GUILDFD 
9100FLITWCK  9100LUTON   
9100FLITWCK  9100BEDFDM  
9100RAMSGTE  9100CNTBW   
9100RAMSGTE  9100SWCH    
9100RAMSGTE  9100BRSR    
9100RAMSGTE  9100MINSTER 
9100RAMSGTE  9100DUMPTNP 
9100KLYNN    9100DOWNHAM 
9100KLYNN    9100WATLGTN 
9100DELAMER  9100MLDSWTH 
9100DELAMER  9100CUDNGTN 
9100DLREOCH  9100RENTON  
9100DLREOCH  9100DMBRTNC 
9100DLREOCH  9100CDRS    
9100LUTOAPY  9100STALBCY 
9100LUTOAPY  9100LESTER  
9100LUTOAPY  9100LUTON   
9100LUTOAPY  9100BEDFDM  
9100LUTOAPY  9100WLNGBRO 
9100LUTOAPY  9100STPX    
9100WILNECT  9100TMWTHHL 
9100WILNECT  9100BHAMNWS 
9100GIRVAN   9100BRRHL   
9100GIRVAN   9100MAYBOLE 
9100WIKFORD  9100SHENFLD 
9100WIKFORD  9100STFD    
9100WIKFORD  9100BILERCY 
9100WIKFORD  9100RAYLEGH 
9100WIKFORD  9100BTLSBDG 
9100WIKFORD  9100LIVST   
9100WIKFORD  9100WDHAMFR 
9100BRGEND   9100PTALBOT 
9100BRGEND   9100WLDMILL 
9100BRGEND   9100LLHARAN 
9100BRGEND   9100LLNWTMR 
9100BRGEND   9100PYLE    
9100BRGEND   9100CRDFCEN 
9100BRGEND   9100PENCOED 
9100REEDHMS  9100PURLEY  
9100HEALING  9100GRMSBYT 
9100HEALING  9100SBROUGH 
9100HEALING  9100GTCOATS 
9100BNKHALL  9100BOOTLOR 
9100BNKHALL  9100SANDH   
9100GRNDLFD  9100DORE    
9100GRNDLFD  9100HATHRSG 
9100DRTWCHS  9100BHAMNWS 
9100DRTWCHS  9100WORCSFS 
9100DRTWCHS  9100KDRMNST 
9100DRTWCHS  9100HBRY    
9100DRTWCHS  9100BRMSGRV 
9100DRTWCHS  9100WORCSSH 
9100DRTWCHS  9100UNVRSYB 
9100HWKHEAD  9100PSLYCAN 
9100HWKHEAD  9100CROKSTN 
9100GLNRTHS  9100KCLD    
9100GLNRTHS  9100CDND    
9100GLNRTHS  9100MKIN    
9100DEVNPRT  9100DOCKYDP 
9100DEVNPRT  9100PLYMTH  
9100DEVNPRT  9100SASH    
9100MFLDTWN  9100MFLDWSE 
9100MFLDTWN  9100STTNPWY 
9100ERLSTWN  9100STHLNSJ 
9100ERLSTWN  9100NWTNLW  
9100ERLSTWN  9100WRGTNBQ 
9100MKIN     9100KCLD    
9100MKIN     9100LADYBNK 
9100MKIN     9100IVRKTHG 
9100MKIN     9100PERTH   
9100SLEFD    9100ANCASTR 
9100SLEFD    9100BINGHAM 
9100SLEFD    9100SPALDNG 
9100SLEFD    9100HCKNGTN 
9100SLEFD    9100RAUCEBY 
9100SLEFD    9100GTHM    
9100SLEFD    9100RSKNGTN 
9100NWTL     9100KRKH    
9100NWTL     9100BLANTYR 
9100NWTL     9100CMBSLNG 
9100ULESKLF  9100YORK    
9100ULESKLF  9100SHBN    
9100TOTTON   9100BKNHRST 
9100TOTTON   9100SOTON   
9100TOTTON   9100REDBDGE 
9100CRADLYH  9100LYEE    
9100CRADLYH  9100STRBDGJ 
9100CRADLYH  9100OLHL    
9100PANGBRN  9100GORASTR 
9100PANGBRN  9100TILHRST 
9100WADHRST  9100BATTLE  
9100WADHRST  9100FRANT   
9100WADHRST  9100SNGT    
9100WADHRST  9100TUNWELL 
9100WADHRST  9100ETCHNGM 
9100MANEA    9100MRCH    
9100MANEA    9100ELYY    
9100CODNBCH  9100BEXHILL 
9100CODNBCH  9100CTNG    
9100CODNBCH  9100PVNSYAW 
9100CODNBCH  9100NRMNSBY 
9100FALMTHD  9100FALMTHT 
9100BULWELL  9100HUCKNAL 
9100WARGRAV  9100SHPLAKE 
9100WARGRAV  9100TWYFORD 
9100CHHL     9100ALNMOTH 
9100RGLS     9100MLLM    
9100RGLS     9100DRIGG   
9100RGLS     9100SEASCAL 
9100RGLS     9100BOOTLE  
9100CYNGHRD  9100SGRLOAF 
9100CYNGHRD  9100LLDVERY 
9100BRMLYSR  9100LEEDS   
9100BRMLYSR  9100NPUD    
9100GLGN     9100DALRY   
9100GLGN     9100IRVN    
9100GLGN     9100HOWOOD  
9100GLGN     9100KILWNNG 
9100GLGN     9100LCHWNCH 
9100GLGN     9100MILKNPK 
9100GLGN     9100JOHNSTN 
9100COLNE    9100BURNLYC 
9100COLNE    9100NLSN    
9100EALINGB  9100STHALL  
9100EALINGB  9100PADTON  
9100EALINGB  9100HAYESAH 
9100EALINGB  9100SLOUGH  
9100EALINGB  9100WEALING 
9100EALINGB  9100ACTONML 
9100ALDMSTN  9100THEALE  
9100ALDMSTN  9100MIDGHAM 
9100ALDMSTN  9100THATCHM 
9100KRKWOOD  9100BRGDDIE 
9100SWAY     9100BKNHRST 
9100SWAY     9100NMILTON 
9100FISKRTN  9100ROLSTN  
9100FISKRTN  9100NWRKCAS 
9100FISKRTN  9100BLEASBY 
9100ROMFORD  9100SHENFLD 
9100ROMFORD  9100STFD    
9100ROMFORD  9100CHDWLHT 
9100ROMFORD  9100SVNKNGS 
9100ROMFORD  9100GIDEAPK 
9100ROMFORD  9100ILFORD  
9100ROMFORD  9100EMRSPKH 
9100ACHHSHL  9100ACHNSHN 
9100ACHHSHL  9100STCN    
9100CULRAIN  9100ARDGAY  
9100CULRAIN  9100LAIRG   
9100CULRAIN  9100INVRSHN 
9100CHSLHRS  9100ORPNGTN 
9100CHSLHRS  9100PETSWD  
9100CHSLHRS  9100ELMW    
9100GWRSYLT  9100WREXHMG 
9100GWRSYLT  9100CEFNYBD 
9100THATCHM  9100THEALE  
9100THATCHM  9100NEWBRYR 
9100THATCHM  9100NEWBURY 
9100THATCHM  9100MIDGHAM 
9100SPTN     9100CHBURY  
9100SPTN     9100KINGHAM 
9100SPTN     9100ASCTUWD 
9100KRKC     9100NWCMNCK 
9100KRKC     9100SANQHAR 
9100ERDNGTN  9100CHSRD   
9100ERDNGTN  9100GRAVLYH 
9100ERDNGTN  9100BHAMNWS 
9100FLIMBY   9100WKNT    
9100FLIMBY   9100MPRT    
9100EASTBRK  9100COGAN   
9100EASTBRK  9100DINASP  
9100LVRPLSL  9100LVRPLCL 
9100LVRPLSL  9100HAMTSQ  
9100LVRPLSL  9100MORFLDS 
9100MIRFILD  9100WKFLDKG 
9100MIRFILD  9100DEIGHTN 
9100MIRFILD  9100RTHP    
9100MIRFILD  9100DWBY    
9100MIRFILD  9100BRHOUSE 
9100WYMNDHM  9100ATTLBON 
9100WYMNDHM  9100NRCH    
9100WYMNDHM  9100SPONRRW 
9100WYMNDHM  9100THETFD  
9100RYDRBRW  9100BLLVUE  
9100RYDRBRW  9100REDISHN 
9100PRST     9100BOLTON  
9100PRST     9100WIGANNW 
9100PRST     9100LSTH    
9100PRST     9100CREWE   
