% #Source	#Target	#Weight	
Kankaria.Zoo	Khokhra.Mehemdabad.Circle	1.0
Kalupur.Terminus	Shrinagar.Mills	1.0
Kalupur.Terminus	Sarangpur	5.0
Kalupur.Terminus	Prem.Darwaja	3.0
Kalupur.Terminus	Idgah.Chowki	1.0
Kalupur.Terminus	Chamunda.Overbridge	1.0
Kalupur.Terminus	Dariyapur.Darwaja	2.0
Kalupur.Terminus	Chamunda	1.0
Kalupur.Terminus	Kalupur.Overbridge	2.0
Kalupur.Terminus	Jhulta.Minara	1.0
Kalupur.Terminus	Dhanasuthar.ni.Pol	1.0
Asarwa	Asarwa.Overbridge	1.0
Asarwa.Overbridge	Prem.Darwaja	2.0
Asarwa.Overbridge	Haripura	7.0
Asarwa.Overbridge	Asarwa.Mills	1.0
Haripura	Baliya.Limdi	4.0
Haripura	Civil.Hospital	3.0
Haripura	Asarwa.Overbridge	2.0
Haripura	Sarkhej.Roja	1.0
Haripura	Guruji.Overbridge	1.0
Tata.Nagar	Survey.Colony	1.0
Tata.Nagar	Meghani.Nagar	2.0
Tata.Nagar	Ratnasagar.Society	1.0
Tata.Nagar	Wicket	1.0
Tata.Nagar	Somnath.Mahadev.(Meghaninagar)	1.0
Survey.Colony	Meghani.Nagar	1.0
Meghani.Nagar	Kalupur	1.0
Meghani.Nagar	Vatva.Gam	1.0
Meghani.Nagar	Circuit.House	1.0
Meghani.Nagar	Tata.Nagar	1.0
Meghani.Nagar	Kalapi.Nagar	1.0
Meghani.Nagar	Ratnasagar.Society	1.0
Meghani.Nagar	Vasna.Terminus	1.0
Meghani.Nagar	Butbhavani.Mata.Mandir	1.0
Meghani.Nagar	Somnath.Mahadev.(Meghaninagar)	1.0
Raipur.Chakla	Abad.Dairy	1.0
Avkar.Hall	Ashapuri.Society	1.0
Avkar.Hall	Ghodasar	1.0
Avkar.Hall	Giriraj.Tenaments	1.0
Avkar.Hall	Mangleshwar.Mahadev	1.0
Avkar.Hall	Ghodasar.Gam	1.0
Cadila.Laboratory	Jagadish.Society	1.0
Bihari.Mills	Nathalal.Jagda.Bridge	1.0
Bihari.Mills	Kokhra	1.0
Bihari.Mills	Ambika.Mills	1.0
Kokhra	Mehemdabad.Circle	1.0
Mehemdabad.Circle	Bombay.Housing	1.0
Hatkeshwar.Circle	Amraiwadi	1.0
Rakhial.Cross.Road	Soneria.Blocks	1.0
Rakhial.Cross.Road	Soni.ni.Chali	2.0
Soneria.Blocks	Ind.Estate.Corner	1.0
Ind.Estate.Corner	Laxminarayan.Society	1.0
Vorano.Rojo	Bombay.Housing	1.0
Vorano.Rojo	Chamunda.Overbridge	1.0
Chamunda.Overbridge	Kalupur	2.0
Chamunda.Overbridge	Chamanpura.Choktha	1.0
Chamunda.Overbridge	Chamanpura.Chakla	1.0
Chamunda.Overbridge	Bansidhar.Mills	5.0
Chamanpura.Choktha	Om.Nagar	1.0
Om.Nagar	Kalapi.Nagar	1.0
Om.Nagar	Bansidhar.Mills	1.0
Kalapi.Nagar	Lal.Darwaja	2.0
Kalapi.Nagar	Kalupur.Terminus	1.0
Kalapi.Nagar	Om.Nagar	1.0
Kalapi.Nagar	Ratnasagar.Society	2.0
Kalapi.Nagar	Umiya.Nagar	2.0
Kalapi.Nagar	Ratnasagar.Cross.Road	1.0
Ratnasagar.Society	Mental.Corner	1.0
Ratnasagar.Society	Meghani.Nagar	2.0
Ratnasagar.Society	Kalapi.Nagar	1.0
Jamalpur.Chakla	Khamasa	1.0
Jamalpur.Chakla	Jamalpur.Cross.Road	1.0
Jamalpur.Chakla	Calico.Mills	2.0
Jamalpur.Chakla	Sardar.Bridge	2.0
Jamalpur.Cross.Road	Calico.Mills	1.0
Calico.Mills	Jamalpur.Chakla	1.0
Calico.Mills	Chepirog.Hospital	1.0
Calico.Mills	Ganjshahid.Dargah	1.0
Calico.Mills	Sewage.Farm	1.0
Chepirog.Hospital	Calico.Mills	1.0
Chepirog.Hospital	Juna.Octroi.Naka	1.0
Juna.Octroi.Naka	Pirana.Treatment.Plant	1.0
Juna.Octroi.Naka	Juhapura.Road	1.0
Juna.Octroi.Naka	Saijpur	1.0
Pirana.Treatment.Plant	Shastri.Bridge.Approach	1.0
Pirana.Treatment.Plant	Chandranagar	1.0
Pirana.Treatment.Plant	Dr.Ambedkar.Bridge	1.0
Shastri.Bridge.Approach	Gyaspur	1.0
Gyaspur	Tragad.Gam	1.0
Tragad.Gam	Bhathiji.nu.Mandir	3.0
Bhathiji.nu.Mandir	Manibhadra.Tenament	2.0
Bhathiji.nu.Mandir	Chandkheda.Railway.Station	1.0
Manibhadra.Tenament	Padmaprabhu.Nagar	2.0
Padmaprabhu.Nagar	Chandkheda.Gam	1.0
Padmaprabhu.Nagar	Chandkheda	1.0
Padmaprabhu.Nagar	Sneh.Plaza	1.0
Chandkheda.Gam	Lal.Darwaja	2.0
Chandkheda.Gam	Shivshakti.Nagar	1.0
Shivshakti.Nagar	Chandkheda.Gam	1.0
Shivshakti.Nagar	Sakar.School	2.0
Shivshakti.Nagar	Chandkheda	2.0
Shivshakti.Nagar	Jivrajpark	1.0
Shivshakti.Nagar	O.N.G.C.Office	1.0
Sakar.School	Shivshakti.Nagar	1.0
Sakar.School	Government.Engineering.College	2.0
Government.Engineering.College	Motera.Gam	2.0
Government.Engineering.College	Sahajanand.Bunglows	1.0
Government.Engineering.College	Santokba.Hospital	1.0
Government.Engineering.College	Shitiratna.Bunglow	1.0
Motera.Gam	Government.Engineering.College	2.0
Motera.Gam	Asharambapu.Ashram.Cross.Road	2.0
Asharambapu.Ashram.Cross.Road	Motera.Gam	1.0
Asharambapu.Ashram.Cross.Road	Gujarat.Stadium	2.0
Gujarat.Stadium	Asharambapu.Ashram.Cross.Road	1.0
Gujarat.Stadium	Gandhibag	1.0
Gujarat.Stadium	Gandhivas	1.0
Gujarat.Stadium	Akash.Darshan.Society	1.0
Gandhibag	Abu.Koba.Cross.Road	1.0
Abu.Koba.Cross.Road	Indiranagar	1.0
Abu.Koba.Cross.Road	Chintamani.Society	2.0
Abu.Koba.Cross.Road	Amizara.Society	1.0
Chintamani.Society	Gujarat.Stadium	1.0
Chintamani.Society	Abu.Koba.Cross.Road	1.0
Chintamani.Society	Ram.Nagar	1.0
Chintamani.Society	Power.House.Staff.Quarters	1.0
Chintamani.Society	O.N.G.C.Office	3.0
Chintamani.Society	Amizara.Society	1.0
Chintamani.Society	Acher.Depot	3.0
Ram.Nagar	Chintamani.Society	3.0
Ram.Nagar	Dharmanagar	1.0
Dharmanagar	Ram.Nagar	3.0
Dharmanagar	Power.House	2.0
Dharmanagar	Keshav.Nagar	1.0
Dharmanagar	Jawahar.Chowk	1.0
Dharmanagar	Church	1.0
Power.House	Chintamani.Society	2.0
Power.House	Dharmanagar	1.0
Power.House	Keshavnagar.tanki	2.0
Keshavnagar.tanki	Chimanbhai.Patel.Bridge	2.0
Chimanbhai.Patel.Bridge	Subhash.Bridge.Circle	3.0
Chimanbhai.Patel.Bridge	Power.House.Staff.Quarters	1.0
Naranghat	Subhash.Bridge.Circle	2.0
Naranghat	Shahibag.Underbridge	2.0
Police.Comissioner.Office	Subhash.Bridge.Circle	2.0
Police.Comissioner.Office	Shahibag.Underbridge	6.0
Police.Comissioner.Office	Naranghat	2.0
Police.Comissioner.Office	Delhi.Darwaja	5.0
Police.Comissioner.Office	Dariyakhan.Ghummat	1.0
Police.Comissioner.Office	Subhash.Bridge	1.0
Delhi.Darwaja	Income.Tax	11.0
Delhi.Darwaja	Shahibag.Underbridge	2.0
Delhi.Darwaja	Police.Comissioner.Office	9.0
Delhi.Darwaja	Jansatta.Office	3.0
Delhi.Darwaja	Dariyapur.Tower	1.0
Delhi.Darwaja	Shahpur.Darwaja	1.0
Delhi.Darwaja	Gandhi.Bridge	13.0
Delhi.Darwaja	Dariyapur.Darwaja	7.0
Delhi.Darwaja	Shankar.Bhuvan	1.0
Delhi.Darwaja	Kalupur.Overbridge	1.0
Delhi.Darwaja	Panchbhai.ni.Pol	1.0
Delhi.Darwaja	Madhupura	1.0
Delhi.Darwaja	Mahapragyaji.Bridge	1.0
Jansatta.Office	Lal.Darwaja	2.0
Jansatta.Office	Delhi.Darwaja	14.0
Jansatta.Office	Dariyapur.Tower	1.0
Jansatta.Office	Delhi.Chakla	3.0
Jansatta.Office	Apna.Bazar	1.0
Ganjshahid.Dargah	Chandola.Lake	1.0
Ranipur.Road	Bhattha	1.0
Ranipur.Road	Shahwadi	1.0
Ranipur.Road	Jindal.Denim	1.0
Narol.Court	Central.Warehouse	1.0
Central.Warehouse	Lambha.Mandir	1.0
Lambha.Mandir	Lambha	1.0
Lambha.Mandir	Lambha.Gam	3.0
Lambha	Lambha.Gam	1.0
Lambha.Gam	Indiranagar.-.II	4.0
Indiranagar.-.II	Wadaj	1.0
Indiranagar.-.II	Isanpur.Gam	1.0
Indiranagar.-.II	Sarkhej	1.0
Indiranagar.-.II	Naroda.Terminus	1.0
Isanpur.Gam	Govindwadi	1.0
Isanpur.Gam	Anandwadi	1.0
Isanpur.Gam	Vishal.Nagar	1.0
Hirabhai.Tower	Jaymala	1.0
Hirabhai.Tower	Jawahar.Chowk.(Maninagar)	1.0
Hirabhai.Tower	Sardar.Patel.High.School	1.0
Sardar.Patel.High.School	Bhilwas	1.0
Bhilwas	Bhairavnath	1.0
Bhilwas	Rameshwar.Mahadev	1.0
Nilamkunj	Shah.Alam.Toll.Naka	1.0
Nilamkunj	Shah.Alam.Darwaja	4.0
Nilamkunj	Jawahar.Chowk	1.0
F.C.I.Godown	Dani.Limda	1.0
Dani.Limda	Parikshitlal.Nagar	1.0
Parikshitlal.Nagar	Bhulabhai.Park	1.0
Parikshitlal.Nagar	S.T.Workshop	1.0
Bhulabhai.Park	S.T.(Gita.Mandir)	2.0
Bhulabhai.Park	Shah.Alam.Toll.Naka	1.0
Bhulabhai.Park	Sewage.Farm.Approach	1.0
Madalpur	Nehru.Bridge	2.0
Madalpur	Gujarat.College	10.0
Gujarat.College	Madalpur	2.0
Gujarat.College	Law.Garden	5.0
Gujarat.College	Panchvati	3.0
Gujarat.College	Law.College	4.0
Gujarat.College	C.N.Vidyalay	1.0
Gujarat.College	Madalpur.Garnala	1.0
Gujarat.College	Nagari.Hospital	1.0
Gujarat.College	Mithakhali	3.0
Law.Garden	Gujarat.College	1.0
Law.Garden	Panchvati	1.0
Law.Garden	C.N.Vidyalay	4.0
Panchvati	Lal.Bunglow	5.0
Panchvati	Sharda.Mandir	1.0
Panchvati	Law.College	1.0
Panchvati	Inqilab.Society	2.0
Panchvati	C.N.Vidyalay	1.0
Panchvati	Parimal.Underbridge	2.0
Lal.Bunglow	Panchvati	1.0
Lal.Bunglow	Municipal.Market	2.0
Lal.Bunglow	Telephone.Exchange.(C.G.Road)	1.0
Lal.Bunglow	Rajhans.Society	3.0
Lal.Bunglow	C.G.Road	1.0
Municipal.Market	Swastik.Society	2.0
Swastik.Society	Panchvati	1.0
Swastik.Society	Lal.Bunglow	1.0
Swastik.Society	Commerce.College	3.0
Commerce.College	L.D.Arts.College	1.0
Commerce.College	Vijay.Cross.Road	7.0
Commerce.College	Suchita.Apartment	1.0
Commerce.College	Navrangpura	4.0
Commerce.College	Swati.Society	1.0
L.D.Arts.College	Saint.Xaviers.College.Corner	1.0
Saint.Xaviers.College.Corner	Gujarat.University	1.0
Gujarat.University	Lal.Darwaja	2.0
Gujarat.University	Vijay.Cross.Road	5.0
Gujarat.University	Dada.Saheb.na.Pagla	1.0
Gujarat.University	Suchita.Apartment	2.0
Gujarat.University	Darpan.Six.Roads	1.0
Gujarat.University	Naranpura.Cross.Road	1.0
Gujarat.University	Panjarapol	2.0
Gujarat.University	Polytechnic	1.0
Gujarat.University	Sahajanand.College	1.0
Gujarat.University	L.Colony	1.0
Gujarat.University	Shefali	1.0
Gujarat.University	Thaltej.Gam	1.0
Gujarat.University	Saint.Xaviers.College	1.0
Vijay.Cross.Road	Commerce.College	3.0
Vijay.Cross.Road	Gujarat.University	5.0
Vijay.Cross.Road	Darpan.Cross.Road	1.0
Vijay.Cross.Road	Manav.Mandir	2.0
Vijay.Cross.Road	Dada.Saheb.na.Pagla	2.0
Vijay.Cross.Road	Suchita.Apartment	2.0
Vijay.Cross.Road	Navrangpura	1.0
Vijay.Cross.Road	Gurukul	3.0
Vijay.Cross.Road	Memnagar	1.0
Darpan.Cross.Road	Saint.Xaviers.High.School	1.0
Saint.Xaviers.High.School	Lion.Sharad.Mehta.Garden	1.0
Saint.Xaviers.High.School	Shri.Valinath.Chowk	1.0
Lion.Sharad.Mehta.Garden	Saurabh.Society	1.0
Saurabh.Society	Manav.Mandir	2.0
Manav.Mandir	Vijay.Cross.Road	2.0
Manav.Mandir	Shri.Valinath.Chowk	1.0
Manav.Mandir	Memnagar.Gam	1.0
Manav.Mandir	Gurukul	3.0
Shri.Valinath.Chowk	Manav.Mandir	1.0
Shri.Valinath.Chowk	Jadavnagar	1.0
Jadavnagar	Memnagar.Gam	1.0
Memnagar.Gam	Vivekanand.Nagar	1.0
Memnagar.Gam	Subhash.Chowk	1.0
Subhash.Chowk	Gokul.Complex	1.0
Subhash.Chowk	Gurukul	1.0
Subhash.Chowk	Memnagar	1.0
Gokul.Complex	Surdhara.Complex	1.0
Surdhara.Complex	Jivandeep.Circle	1.0
Jivandeep.Circle	Meghani.Nagar	1.0
Umiya.Nagar	M.L.A.Quarters	2.0
Umiya.Nagar	Kalapi.Nagar	5.0
Umiya.Nagar	Wicket	1.0
Raipur.Darwaja	Kalupur	1.0
Raipur.Darwaja	Khamasa	3.0
Raipur.Darwaja	Astodia.Chakla	8.0
Raipur.Darwaja	S.T.(Gita.Mandir)	10.0
Raipur.Darwaja	Sarangpur	17.0
Raipur.Darwaja	Abad.Dairy	4.0
Raipur.Darwaja	Kankaria.Zoo	1.0
Raipur.Darwaja	Astodia.Darwaja	1.0
Raipur.Darwaja	Anupam.Cinema	1.0
Raipur.Darwaja	Mahipatram.College	1.0
Narol.Gam	Lambha.Mandir	1.0
Narol.Gam	Bhammariyo.Kuvo	2.0
Sarkhej	Vatva.Gam	1.0
Sarkhej	Vasna.Terminus	1.0
Sarkhej	Sarkhej.Bus.Stand	1.0
Dani.Limda.Gam	Bhulabhai.Park	1.0
Dani.Limda.Gam	Chandkheda	1.0
Chandkheda	Lal.Darwaja	1.0
Chandkheda	Wadaj	1.0
Chandkheda	Ranip	1.0
Chandkheda	Nava.Wadaj	1.0
Chandkheda	Meghani.Nagar	1.0
Chandkheda	Shivshakti.Nagar	2.0
Chandkheda	Vaishali.Township	1.0
Chandkheda	Vinjol.Gam	1.0
Chandkheda	Siddhi.Complex	2.0
Wicket	Mental.Corner	1.0
Wicket	Tata.Nagar	2.0
Dariyapur.Tower	Prem.Darwaja	4.0
Dariyapur.Tower	Idgah.Chowki	1.0
Dariyapur.Tower	Delhi.Chakla	1.0
Dariyapur.Tower	Kadianaka	1.0
Delhi.Chakla	Dariyapur.Tower	3.0
Delhi.Chakla	Mirzapur.Road	1.0
Mirzapur.Road	Lal.Darwaja	1.0
V.S.Hospital	Lal.Darwaja	1.0
V.S.Hospital	Nehru.Bridge	9.0
V.S.Hospital	Natraj	1.0
V.S.Hospital	Paldi	5.0
V.S.Hospital	Vivekanand.Darwaja	1.0
V.S.Hospital	Sanyash.Ashram	1.0
Paldi	S.T.(Gita.Mandir)	1.0
Paldi	Maninagar	1.0
Paldi	V.S.Hospital	11.0
Paldi	Fatehnagar	8.0
Paldi	Sanskar.Kendra.Museum	2.0
Paldi	Mahalaxmi.Society	1.0
Paldi	Nutan.Society	2.0
Paldi	Sardar.Bridge	3.0
Paldi	Jalaram.Mandir	1.0
Paldi	Sharda.Mandir	4.0
Paldi	Law.College	2.0
Fatehnagar	Paldi	9.0
Fatehnagar	Vasna.Terminus	5.0
Fatehnagar	Sharda.Nagar	3.0
Fatehnagar	Jain.Merchant.Society	1.0
Vasna.Terminus	Maninagar	1.0
Vasna.Terminus	Paldi	2.0
Vasna.Terminus	Fatehnagar	8.0
Vasna.Terminus	Vasna.Terminus	2.0
Vasna.Terminus	Juhapura	4.0
Vasna.Terminus	Gupta.Nagar	2.0
Vasna.Terminus	Dr.Jivraj.Mehta.Hospital	1.0
Vasna.Terminus	Chandranagar	1.0
Vasna.Terminus	Jawahar.Nagar	1.0
Vasna.Terminus	Naroda.Terminus	1.0
Vasna.Terminus	Pravin.Nagar	2.0
Vasna.Terminus	Pratapkunj	1.0
Juhapura	Vasna.Terminus	4.0
Juhapura	Vejalpur.Road	4.0
Juhapura	Fatehwadi	1.0
Vejalpur.Road	Fatehwadi	1.0
Vejalpur.Road	Sarkhej.Bus.Stand	3.0
Vejalpur.Road	Butbhavani.Mata.Mandir	1.0
Vejalpur.Road	Shantiniketan.Vidhyalay	1.0
Fatehwadi	Sarkhej.Bus.Stand	3.0
Fatehwadi	Jain.Mandir	1.0
Sarkhej.Bus.Stand	Juhapura	1.0
Sarkhej.Bus.Stand	Sarkhej.Railway.Station	2.0
Sarkhej.Bus.Stand	Juhapura.Road	1.0
Sarkhej.Bus.Stand	Bhartibapu.Ashram	1.0
Sarkhej.Bus.Stand	Bhavani.Tractors	1.0
Sarkhej.Bus.Stand	Sarkhej.Railway.Overbridge	1.0
Sarkhej.Bus.Stand	Mastanabava.Roza	1.0
Sarkhej.Railway.Station	Sarkhej.Gam	2.0
Sarkhej.Gam	Sarangpur	1.0
Sarkhej.Gam	Sarkhej	1.0
Sarkhej.Gam	Sarkhej.Bus.Stand	1.0
Sardarbag	Jansatta.Office	2.0
Sardarbag	Khanpur.Bahai.Center	1.0
Sarkhej.Roja	Juhapura	1.0
Sarkhej.Roja	Makarba.Gam	1.0
Khanpur.Bahai.Center	Shahpur.Chakla	1.0
Shahpur.Chakla	Shahpur.Darwaja	2.0
Shahpur.Chakla	Lalkaka.Hall	1.0
Shahpur.Darwaja	Income.Tax	4.0
Shahpur.Darwaja	Delhi.Darwaja	5.0
Shahpur.Darwaja	Gandhi.Bridge	1.0
Shahpur.Darwaja	Dariyapur.Darwaja	1.0
Shahpur.Darwaja	Halim.ni.Khadki	2.0
Makarba.Gam	Lal.Darwaja	1.0
Makarba.Gam	Shrinand.Nagar	1.0
Makarba.Gam	Torrent.Power.Station	1.0
Shrinand.Nagar	Makarba.Gam	1.0
Shrinand.Nagar	Vejalpur	1.0
Vejalpur	Shrinand.Nagar	1.0
Vejalpur	Muskan.Park	1.0
Vejalpur	Butbhavani.Mata.Mandir	2.0
Vejalpur	Jaltarang	1.0
Vejalpur	Jivrajpark	1.0
Muskan.Park	Baldevnagar	1.0
Baldevnagar	A.P.M.C.	1.0
A.P.M.C.	Juhapura	1.0
Khanpur	Shahpur.Chakla	2.0
Lalkaka.Hall	Municipal.Staff.Quarters	1.0
Municipal.Staff.Quarters	Navi.Chali	1.0
Municipal.Staff.Quarters	Lalakaka.Hall	1.0
Navi.Chali	Dudheshwar	1.0
Navi.Chali	Saijpur	1.0
Dudheshwar	Municipal.Staff.Quarters	1.0
Dudheshwar	Dariyakhan.Ghummat	1.0
Dariyakhan.Ghummat	Police.Comissioner.Office	1.0
Dariyakhan.Ghummat	Dudheshwar	1.0
Gupta.Nagar	Juna.Octroi.Naka	1.0
Gupta.Nagar	Shivshakti.Nagar	1.0
Gupta.Nagar	Juhapura	1.0
Gupta.Nagar	Juhapura.Road	1.0
Gupta.Nagar	Anand.Nagar	1.0
Juhapura.Road	Vasna.Terminus	1.0
Juhapura.Road	Vejalpur.Road	2.0
Juhapura.Road	Fatehwadi	1.0
Bhartibapu.Ashram	Fatehwadi	1.0
Jain.Mandir	Narimanpura	1.0
Narimanpura	Vanjar.Prathmik.Shala	1.0
Narimanpura	Vanjar.Patiya	1.0
Vanjar.Prathmik.Shala	Narimanpura	1.0
Vanjar.Patiya	Municipal.Octroi.Naka	1.0
Municipal.Octroi.Naka	Bakrol.Gam	1.0
Municipal.Octroi.Naka	Amba.Talav	1.0
Bakrol.Gam	Butbhavani.Mata.Mandir	1.0
Butbhavani.Mata.Mandir	Vasna.Terminus	1.0
Butbhavani.Mata.Mandir	Juhapura	1.0
Butbhavani.Mata.Mandir	Vejalpur	2.0
Butbhavani.Mata.Mandir	Butbhavani.Mata.Mandir	1.0
Butbhavani.Mata.Mandir	Jaltarang	1.0
Butbhavani.Mata.Mandir	Vastrapur.Railway.Crossing	1.0
Butbhavani.Mata.Mandir	Prahlad.Nagar	1.0
Butbhavani.Mata.Mandir	Prernatirth.Derasar	1.0
Butbhavani.Mata.Mandir	Kirtisagar.Apartments	1.0
Jaltarang	Vejalpur	3.0
Jaltarang	Jivrajpark	2.0
Jivrajpark	Jaltarang	3.0
Jivrajpark	Dr.Jivraj.Mehta.Hospital	4.0
Jivrajpark	Shyamal.Cross.Road	2.0
Jivrajpark	Anjali.Cinema	1.0
Dr.Jivraj.Mehta.Hospital	Ayojan.Nagar	1.0
Dr.Jivraj.Mehta.Hospital	Vasna.Terminus	3.0
Dr.Jivraj.Mehta.Hospital	Jivrajpark	2.0
Vivekanand.Darwaja	Abad.Dairy	1.0
Astodia.Darwaja	Astodia.Chakla	1.0
Astodia.Darwaja	Raipur.Darwaja	1.0
Goallimda	Khamasa	1.0
Tilakbag	Balvatika	1.0
Tilakbag	Swami.Vivekanand.Bridge	4.0
Giriraj.Tenaments	Mangleshwar.Mahadev	1.0
Mangleshwar.Mahadev	Anant.Flats	1.0
Mangleshwar.Mahadev	Swastik	1.0
Anant.Flats	Bhilwas	1.0
Rameshwar.Mahadev	Sahyadri.Bunglows	1.0
Rameshwar.Mahadev	Memco	1.0
Rameshwar.Mahadev	Shastri.Market	1.0
Rameshwar.Mahadev	Viket	1.0
Sahyadri.Bunglows	Narayan.Nagar	1.0
Sahyadri.Bunglows	G.S.T.Crossing	1.0
Narayan.Nagar	Chandranagar	2.0
Chandranagar	Vasna.Terminus	2.0
Chandranagar	Sabar.Flats	1.0
Chandranagar	Shantivan.Society	2.0
Chandranagar	Anjali.Cinema	1.0
Chandranagar	Naran.Nagar.Society	1.0
Sabar.Flats	Alok.Apartment	1.0
Alok.Apartment	Shantivan.Society	1.0
Shantivan.Society	Chandranagar	1.0
Shantivan.Society	Prabhudas.Thakker.College	2.0
Shantivan.Society	Jethabhai.Park	1.0
Prabhudas.Thakker.College	Shantivan.Society	1.0
Prabhudas.Thakker.College	Sanskar.Kendra.Museum	2.0
Prabhudas.Thakker.College	Vishwakunj.Society	1.0
Sanskar.Kendra.Museum	Paldi	2.0
Sanskar.Kendra.Museum	Rajnagar.Society	2.0
Sanskar.Kendra.Museum	Mahalaxmi.Society	1.0
Sanskar.Kendra.Museum	Sardar.Bridge	2.0
Sanskar.Kendra.Museum	Calico.Colony	1.0
Rajnagar.Society	Prabhudas.Thakker.College	1.0
Rajnagar.Society	Sanskar.Kendra.Museum	1.0
Rajnagar.Society	Paldi.Terminus	1.0
Paldi.Terminus	V.S.Hospital	2.0
Viratnagar	Khodiyar.Nagar	2.0
Viratnagar	Municipal.Zonal.Office(East)	1.0
Viratnagar	Gandhi.Park	2.0
Viratnagar	Soni.ni.Chali	4.0
Viratnagar	Divya.Prabha.Apartment	1.0
Municipal.Zonal.Office(East)	Gandhi.Park	1.0
Municipal.Zonal.Office(East)	Tejendra.Nagar	1.0
Municipal.Zonal.Office(East)	Margha.Farm	1.0
Gandhi.Park	Municipal.Zonal.Office(East)	1.0
Gandhi.Park	Tejendra.Nagar	1.0
Gandhi.Park	Swaminarayan.Mandir	1.0
Tejendra.Nagar	Viratnagar	3.0
Tejendra.Nagar	Viratnagar.Canal	3.0
Tejendra.Nagar	Vinayak.Park	1.0
Tejendra.Nagar	Swaminarayan.Nagar	2.0
Viratnagar.Canal	Tejendra.Nagar	2.0
Viratnagar.Canal	Vinayak.Park	1.0
Viratnagar.Canal	Manmohan.Park	1.0
Viratnagar.Canal	Gopal.Park	1.0
Viratnagar.Canal	Viratnagar.Cross.Road	1.0
Vinayak.Park	Tejendra.Nagar	2.0
Vinayak.Park	Vaibhav.Park	1.0
Vinayak.Park	Varahi.Primary.School	2.0
Vinayak.Park	Gopal.Park	2.0
Vaibhav.Park	Varahi.Primary.School	1.0
Varahi.Primary.School	Tejendra.Nagar	1.0
Varahi.Primary.School	Vinayak.Park	2.0
Varahi.Primary.School	Manmohan.Park	3.0
Manmohan.Park	Lal.Darwaja	1.0
Manmohan.Park	Kalupur	1.0
Manmohan.Park	Vinayak.Park	1.0
Manmohan.Park	Varahi.Primary.School	3.0
Manmohan.Park	Vaishali.Township	1.0
Manmohan.Park	Odhav	1.0
Manmohan.Park	Viratnagar.Cross.Road	1.0
Manmohan.Park	Har.Gange.Flats	1.0
Vaishali.Township	Swaminarayan.Park	1.0
Vaishali.Township	Vasna	1.0
Swaminarayan.Park	Sorainagar	1.0
Sorainagar	Kulin.Tenaments	1.0
Kulin.Tenaments	Aiyappa.Mandir	1.0
Aiyappa.Mandir	Anand.Flats	1.0
Anand.Flats	Lal.Darwaja	1.0
Anand.Flats	Amar.Flat	1.0
Anand.Flats	Vastral.Gam	1.0
Amar.Flat	Ekta.Tower	1.0
Amar.Flat	Telephone.Exchange.(Vasna)	1.0
Ekta.Tower	Narayan.Nagar	1.0
Ekta.Tower	Amar.Flat	1.0
Mahalaxmi.Society	Paldi	1.0
Mahalaxmi.Society	Vasna.Terminus	1.0
Mahalaxmi.Society	Paldi.Terminus	1.0
Mahalaxmi.Society	Nutan.Society	2.0
Sharda.Society	Ayojan.Nagar	1.0
Sharda.Society	Vasantkunj	1.0
Vasantkunj	Nutan.Society	1.0
Nutan.Society	Radhaswami.Satsang	1.0
Nutan.Society	Paldi	2.0
Nutan.Society	Mahalaxmi.Society	1.0
Nutan.Society	Sukhipura	1.0
Nutan.Society	Doctor.House	1.0
Nutan.Society	Parimal.Garden	1.0
Sharda.Nagar	Kesariyaji.Nagar	3.0
Kesariyaji.Nagar	Lavanya	3.0
Lavanya	Jivrajpark	2.0
Lavanya	Dr.Jivraj.Mehta.Hospital	1.0
Vastrapur.Railway.Crossing	Butbhavani.Mata.Mandir	1.0
Vastrapur.Railway.Crossing	Vishwakarma.Society	1.0
Vastrapur.Railway.Crossing	Krishnadham-1	1.0
Vishwakarma.Society	Ayojan.Nagar	1.0
Sukhipura	Sharda.Society	1.0
Sukhipura	Nutan.Society	1.0
Bhavani.Tractors	Sarkhej.Railway.Overbridge	1.0
Sarkhej.Railway.Overbridge	Sanathal.Cross.Road	1.0
Sarkhej.Railway.Overbridge	Sarkhej.Sanand.Cross.Road	1.0
Sanathal.Cross.Road	S.P.Ring.Road	1.0
S.P.Ring.Road	Changodar.Cross.Road	1.0
S.P.Ring.Road	Nityanand.Ashram	1.0
S.P.Ring.Road	Zundal.Bus.Stand	1.0
S.P.Ring.Road	Gokuldham	1.0
S.P.Ring.Road	108.Ambulance.Seva.Office	1.0
S.P.Ring.Road	Shan.Bunglows	2.0
S.P.Ring.Road	Ambapura.Bus.Stand	1.0
S.P.Ring.Road	Bilasiya	1.0
Changodar.Cross.Road	Ashwamegh.Estet	1.0
Ashwamegh.Estet	Nova.Petrocamicals	1.0
Nova.Petrocamicals	Moraiya.Gam.Cross.Road	1.0
Moraiya.Gam.Cross.Road	Zydus.Cadila	1.0
Zydus.Cadila	Nirma	1.0
Matoda.Patiya	Sarangpur	1.0
Sardar.Bridge	S.T.(Gita.Mandir)	1.0
Sardar.Bridge	Paldi	7.0
Sardar.Bridge	Chandranagar	1.0
Sardar.Bridge	Sanskar.Kendra.Museum	1.0
Sardar.Bridge	Calico.Colony	2.0
Sardar.Bridge	Transport.House	2.0
Mastanabava.Roza	Sarkhej	1.0
Bapunagar.Terminus	Khodiyar.Nagar	1.0
