% #Source	#Target	#Weight	
Beckbagan	Park.CircusBridge.No.4	1.0
Park.CircusBridge.No.4	Science.City	1.0
Mani.Square	Ultadanga	1.0
Mani.Square	Huddco	1.0
Huddco	PNB.More	1.0
New.Town.	DLF.More	1.0
Shyambazar.Chiria.More.	Sinthee.More	1.0
Talpukur.Barrackpore.Station	Barrackpore.Court	1.0
Bagbazar..	Rajballavpara	1.0
Science.City.Ruby.Hospital	Kalikapur	1.0
Shakuntala.Park..	Bakultala	1.0
New.Alipore.Chetla	Rasbehari	1.0
Science.City.Chingrighata	SDF	1.0
Science.City.Chingrighata	Building.More	1.0
Dakghar.	Banerjeehat	1.0
Banerjeehat	Kumor.Para	1.0
Kumor.Para	Raipur	1.0
Mukherjee.gate	Moynagore	1.0
Gonipur	Natun.Hat.Shibrampur	1.0
Natun.Hat.Shibrampur	Muchipara	1.0
Gopalnagar	Kalighat.Hazra	1.0
Kalighat.Hazra	Rashbehari	1.0
Rashbehari	Deshapriya.Park	1.0
Rashbehari	Tollygunge.Phari	1.0
Ballykhal	Dakshineshwar	2.0
Dunlop.(Baranagar.Road.Station)	Dakhsineswar	1.0
Belghoria.Expressway	Dunlop.(Baranagar.Road.Station)	1.0
Belghoria.Expressway	Airport.Gate.No.1	1.0
Airport.Gate.No.1	Garia	1.0
Airport.Gate.No.1	B.B.D.Bag	1.0
Airport.Gate.No.1	Belur.Math.	1.0
Airport.Gate.No.1	Santragachi	1.0
Airport.Gate.No.1	Birati.More	1.0
Airport.Gate.No.1	Behala.No..14.Terminus	1.0
Kaikhali	Airport.Gate.No.1	5.0
Kaikhali	Chinar.Park	3.0
Kaikhali	Baguihati	1.0
Kaikhali	Teghoria	4.0
Kaikhali	Dashadrone	1.0
Kaikhali	Airport	1.0
Chinar.Park	Narkelbagan	3.0
Chinar.Park	City.Centre.2	1.0
South.City	Jadavpur.P.S.	4.0
Tollygunge.Tram.Depot.Karunamayee	Siriti	1.0
Siriti	Muchipara	1.0
Dhara.Para	Kalitala	1.0
Kalitala	Sodepur	1.0
Mahatma.Gandhi.Road	Central.Avenue	1.0
Sovabazar.Rajballavpara	Shyambazar	1.0
KhardahTitagarh	Talpukur	1.0
via.Kaikhali	Baguihati	1.0
Kestopur	Baguihati	6.0
Kestopur	Laketown	1.0
VIP.Road	Kaikhali	1.0
VIP.Road	Kestopur	4.0
VIP.Road	Kestopur.Baguihati	1.0
Chingrighata.Science.City.	Ruby.Hospital	1.0
Santragachi..	Belepole	1.0
Belepole	Carry.Road	3.0
Carry.Road	Vidyasagar.Setu	3.0
Rabindra.Sadan.Bhawanipore	Hazra	1.0
Nabanna.	Mandirtala	1.0
Esplanade.Moulali	Sealdah	1.0
College.MoreTechnopolis	DLF.More	1.0
Shakuntala.Park.	Bakultala	1.0
Mominpore.Alipore.Zoo	P.T.S.	1.0
Shyambazar.R.G..Kar.Hospital	Kolkata.Railway.Station	1.0
Kolkata.Railway.Station	Akra.Santoshpur.	1.0
Akra.Santoshpur.	Ghosh.Para	1.0
Ghosh.Para	Pirdanga	1.0
Pirdanga	Bidhangarh	1.0
Bidhangarh	Jheel.Par	1.0
Jheel.Par	Nature.Park	1.0
Nature.Park	Jinjira.Bazar.Brace.Bridge	1.0
Jinjira.Bazar.Brace.Bridge	Taratala	1.0
Kasba.Ruby.Hospital	VIP.Bazar	1.0
Majherhat.Taratala.	Brace.Bridge	1.0
Brace.Bridge	Taratala	1.0
Jinjira.Bazar	Brace.Bridge	1.0
Jinjira.Bazar	Sarkarpool	1.0
Sarkarpool	Rampur	2.0
Rampur	Mollar.Gate	2.0
Akra.Santoshpur	Dakghar	2.0
Eden.City.Maheshtala	Howrah.Station.	1.0
Eden.City.Maheshtala	Jinjira.Bazar	1.0
Eden.City.Maheshtala	Kolkata.Railway.Station.	1.0
MajherhatTaratala	Parnasree	1.0
Behala.Airport.(Parnasree)	Khidirpur.	1.0
Khidirpur.	Esplanade	1.0
Belgachia	Duttabagan	1.0
Duttabagan	Patipukur	1.0
Patipukur	Kalindi	1.0
Kalindi	Lake.Town	1.0
Lake.Town	Kestopur	1.0
Lake.Town	Bangur	1.0
Lake.Town	DumDum.Park	1.0
Bangur	Satgachi	1.0
Satgachi	Nagerbazar	1.0
Nagerbazar	Gorabazar	1.0
Gorabazar	Central.Jail	1.0
Central.Jail	Airport.Gate.No.1	1.0
Teghoria	Baguihati	6.0
Teghoria	Haldirams	2.0
Belur.Math.	Lalbaba.College	1.0
Lalbaba.College	Bally.P.S.	1.0
Lalbaba.College	Belur.Math	1.0
Bally.P.S.	Badamtala	1.0
Badamtala	Ballykhal	1.0
Badamtala	Bally.P.S	1.0
Bonhoogly.Sinthee.More	Chiria.More	1.0
Kolkata.Railway.Station..	RG.Kar	1.0
RG.Kar	Shyambazar	1.0
Karunamoyee.Tank.No.10	Technopolis	1.0
Tata.Medical	Garia.Bus.Stand.	1.0
Jadavpur.Jadavpur.P.S.	South.City	1.0
Brace.Bridge.Jinjira.Bazar	Sarkarpool	1.0
Kolkata.Railway.Station.	R.G..Kar.Hospital	1.0
Kestopur.Baguihati	Kaikhali	1.0
Dashadrone	Salua	1.0
Salua	Gopalpur	1.0
Gopalpur	Kalipark	1.0
Kalipark	Tetultala	1.0
Tetultala	Narayanpur	1.0
Narayanpur	Reckjuani	1.0
Reckjuani	Naipukur.Kathgola	1.0
Naipukur.Kathgola	Rajarhat.Chowmatha	1.0
Rajarhat.Chowmatha	Rajarhat	1.0
Rajarhat	Howrah.Station.	1.0
Parnasree.	Taratala	1.0
Sapoorji.Estate	Howrah.Station	1.0
Sapoorji.Estate	Salt.Lake.Karunamoyee	1.0
Ballygunge	Gariahat	1.0
Beliaghata.Bypass	AMRI.Hospital	1.0
Golf.Green	Nabanna	1.0
Uday.Shankar.Sarani	Golf.Green	1.0
Vip.Bazar	Science.City	1.0
WEBEL.More	College.More	1.0
Mahishbathan	DLF	1.0
DLF	Newtown	1.0
Newtown	Technopolis	1.0
Newtown	Narkelbagan	1.0
HIDDCO	Tata.Medical.Hospital	1.0
Tata.Medical.Hospital	Unitech	1.0
Madhyamgram	Doltala	1.0
Doltala	B.T..College	1.0
B.T..College	Gouripur	1.0
Gouripur	Birati	1.0
Birati	Airport	1.0
Airport	Belghoria.Expressway	1.0
Airport	VIP.Road	1.0
Laketown	Ultadanga	1.0
Vivekananda.Road	Maniktala	1.0
Vivekananda.Road	MG.Road	1.0
MG.Road	Barabazar	1.0
Alipore.Zoo	Mominpore	1.0
Dhalai.Bridge	Fartabad	1.0
Fartabad	Kamalgazi	1.0
Rashmani.Bazar	Chingrighata	1.0
Mathpukur	Science.City	1.0
Chowbaga	Bantala.Bazar	2.0
Bantala.Bazar	Bamanghata	2.0
Bamanghata	BIT.College	2.0
BIT.College	Bantala.IT.Park	2.0
Bantala.IT.Park	Eden.City.Maheshtala	1.0
Bantala.IT.Park	Sinthee.More.	1.0
Sinthee.More.	Chiria.More	1.0
M.R..Bangur.Hospital	Tollygunge.Tram.Depot	1.0
Chanditala	Tollygunge.Metro	1.0
Santragachi	Baksara	2.0
Baksara	Betore	2.0
Betore	Belepole	2.0
Bally.Khal	Badamtala	1.0
Bally.Khal	Dakshineswar	1.0
Dakshineswar	Belgharia.Expressway	1.0
Belgharia.Expressway	Airport.Gate.No.1	1.0
Haldirams	Kaikhali	2.0
Haldirams	Chinar.Park	1.0
City.Centre.2	Eco.Park	1.0
Eco.Park	Finance.Center	1.0
Finance.Center	Narkel.Bagan	1.0
Narkel.Bagan	DLF.More	1.0
Salt.Lake.Depot.Gate	Howrah.Station.	1.0
Birati.More	MB.Road	1.0
MB.Road	Birati.Station	1.0
Birati.Station	Nimta	1.0
Nimta	Belghoria	1.0
Garia.	Airport.Gate.No.1	1.0
CR.Avenue	Girish.Park	1.0
Rasbehari.Xing	Hazra	1.0
Behala.No..14.Terminus	Majherhat	1.0
Sealdah.Stn.	Kankurgachi	1.0
Baisnabghat	Patuli	1.0
Ajoy.Nagar	Mukundapur	1.0
DumDum.Park	Kestopur	1.0
Dakhsineswar	Bally.Khal	1.0
Bally.P.S	Lalbaba.College	1.0
Belur.Math	Kudghat	1.0
