0	0	0	18	9	20	2	41	1
0	0	0	0	0	0	0	1	0
0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0
0	0	1	0	0	0	1	3	0
0	0	2	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
0	1	1	0	0	0	0	1	3
0	0	0	0	0	0	0	1	1
0	1	2	0	0	9	0	0	0
0	15	0	1	0	0	35	15	6
0	8	0	1	0	0	42	6	0
0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	4
0	0	0	0	0	1	0	0	1
0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	3	0
0	0	0	0	0	0	0	3	1
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	10	4	1
0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	4	4
1	0	0	1	0	4	1	139	1
0	0	0	1	0	1	0	8	2
0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	2	6	0
0	0	0	0	0	0	0	1	0
0	1	0	6	0	11	0	53	1
0	0	2	0	0	0	0	3	0
0	0	1	0	0	0	0	0	0
2	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0
0	0	1	0	0	0	0	1	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	3	1
0	0	0	0	0	0	0	0	1
0	0	0	1	0	0	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	1	0	0
0	0	0	0	0	1	0	0	0
0	1	0	1	0	1	0	15	0
0	0	0	0	0	0	1	0	0
2	0	0	0	0	0	0	0	0
